კოდი,დასახელება,ფასი,ფოტო,Image_URL,Image_File,Status,Match_Title
398,DIVORTEX SEFFAF SICI GRES SPREYI 400 ML გამჭვირვალე ცხიმის სპრეი,10,,https://autocher.com/wp-content/uploads/2025/08/divortex-seffaf-sivi-gres-spreyi-400-ml-5768.jpg,398.jpg,FOUND,
399,AERO EP KATKILI SIVI GRES SPREY 400 ML გამჭვირვალე ცხიმის სპრეი,10,,https://www.dvx.com.tr/Upload/Dosyalar/resim-png/sivi-gress-sprey-de300630-237c-4935-9b9a-0ae35a3d5691.png,399.jpg,FOUND,
400,AERO ZINCER HALAT YAGLAMA SPREY INCE 400 ML ჯაჭვის გრესის სპრეი თხელი,2.5,,https://www.antpautocher.com/idea/kk/71/myassets/products/453/dvx-zincir-ve-halat-yaglama-spreyi-ince-400-ml-134.jpeg?revision=1756120525,400.jpg,FOUND,
401,AERO ZINCER HALAT YAGLAMA KALIN INCE 400 ML ჯაჭვის გრესის სპრეი სქელი,0,,https://productimages.hepsiburada.net/s/536/550/110000595450943.jpg,401.jpg,FOUND,
402,AERO SILIKON SPREY 400 ML  სილიკონის სპრეი,0,,https://ideacdn.net/idea/kk/71/myassets/products/446/aero-silicon-sprey-400-ml-2740.jpeg?revision=1746523818,402.jpg,FOUND,
403,AERO LASTIK TAMIR KITI 300 ML საბურავის შესაცვლელი სპრეი,10,,https://bau-cdn.veesk.net/media/product/61/61328754/1440/202502100425_61328754.jpg,403.jpg,FOUND,
404,AERO MOTOR YAG SIZINTI ONLEYICI 270 ML ძრავის ზეთის გასაჟონვის შემაჩერებელი,0,,https://brioshop.com.tr/wp-content/uploads/2023/04/brio-motor-yag-sizinti-onleyici-300-ml-10273.jpg,404.jpg,FOUND,
405,AERO LIFTER KATKISI 270 ML ჰიდრავლიკური დანამატი,0,,https://www.antpautocher.com/idea/kk/71/myassets/products/427/aero-lifter-katkisi-270-ml-4720.jpeg?revision=1745058267,405.jpg,FOUND,
406,AERO RADYATOR CATLAK GIDERICI 300 ML რადიატორის წყლის ჟანგის გასაწმენდი,2,,https://altinendustri.com.tr/wp-content/uploads/2024/10/250205-radyator-catlak-giderici-300ml-600x600-1.jpg,406.jpg,FOUND,
407,AERO RADYALTOR REMIZLEYICI 300 ML რადიატორის გასაწმენდი,12,,https://ideacdn.net/idea/gl/54/myassets/products/950/brio-radyator-temizleyici-300-ml-9634.jpg?revision=1738669127,407.jpg,FOUND,
408,AERO DIZEL PATRIKUL FILTRE TEMIZLEME 300 ML დიზელის ფილტრის საწმენდი დანამატი,2,,https://n11scdn.akamaized.net/a1/602_857/14/55/01/84/IMG-2782546398081440136.jpg,408.jpg,FOUND,
409,AERO BENZIN ENJEKTOR TEM 300 ML ბენზინის ენჟექტორის საწმენდი დანამატი,10,,https://cdn.myikas.com/images/d04c6fda-b3f5-428f-a437-947b875e46c7/705a5618-4671-4d95-8ea0-851167c1eba6/3840/benzin-enjektor-temizleyici.webp,409.jpg,FOUND,
410,AERO DIZEL ENJELTOR TEMIZLEME 300 ML დიზელის ენჟექტორის საწმენდი დანამატი,0,,https://n11scdn.akamaized.net/a1/602_857/14/55/01/84/IMG-2782546398081440136.jpg,410.jpg,FOUND,
411,MLX UR 0 YAMA რეზინის ფირ ფიტიანი,0.4,,,,NOT FOUND,
412,MLX UR 6 YAMA რეზინის ფირ ფიტიანი,1.5,,,,NOT FOUND,
413,MLX RD 12 YAMA რეზინის ფირ ფიტიანი,3,,,,NOT FOUND,
414,MLX RD 14 YAMA რეზინის ფირ ფიტიანი,4,,,,NOT FOUND,
415,MLX RD 15 YAMA რეზინის ფირ ფიტიანი,3,,,,NOT FOUND,
416,MLX RD 33 YAMA რეზინის ფირ ფიტიანი,6,,,,NOT FOUND,
417,MLX RD 40 YAMA რეზინის ფირ ფიტიანი,10,,,,NOT FOUND,
418,ჩემპი 32მმ,45,,https://lastikekipmanlari.com/wp-content/uploads/2025/04/33-3.png,418.jpg,FOUND,
419,ჩემპი 33 მმ,45,,https://lastikekipmanlari.com/wp-content/uploads/2025/04/33-3.png,419.jpg,FOUND,
420,TRAKTOR ILAVE SUBAP საბურავის სარქველი,5,,https://www.cihazbilgi.com/wp-content/uploads/2024/04/subap-lastigi-degisim-fiyati-768x433.jpg,420.jpg,FOUND,
421,1/2 DISI STOPER GOVDE KAPLIN კომპრესორის ფიტინგი,25,,https://ideacdn.net/idea/ku/93/myassets/products/403/u18gjwsbwt1wppxt.jpg?revision=1697143329,421.jpg,FOUND,
422,SOKLAMA SUBABI საბურავის სარქველი,5,,https://files.sikayetvar.com/complaint/3164/31642416/new-holland-tt-55-traktor-lastik-subabi-sorunu-1.jpg,422.jpg,FOUND,
423,750/16 TR 75 IC LASTIK საბურავი მონაცემთან,0.2,,https://ideacdn.net/idea/nq/84/myassets/products/690/750-16-tr75a-ic-lastik-16-rubber-king-7501670016-9772.jpeg?revision=1736243219,423.jpg,FOUND,
424,KOMPRESOR KAFASI კომპრესორის ფაიფური,2400,,https://cdn.makinecim.com/cp/pictures/2025/07/17/452868/b-300-lt-12-bar-4hp-4900-numarali-italyan-abac-kompresor-kafasi-_1_bb97d.jpg,424.jpg,FOUND,
425,245/45 R17 LASTIKLER ასუფავი საბურავი,200,,https://cdn.dsmcdn.com/ty1608/prod/QC/20241129/22/046e3e4b-1460-3e43-add1-b5c7bbfd3b13/1_org_zoom.jpg,425.jpg,FOUND,
426,YIKAMA MAKINASI JETONLU წყლის რეცხის მანქანა,9299.68,,http://kartekmakina.com/files/galeriler/urunler/self_servis_oto_yikama_makineleri/genel_2.jpg,426.jpg,FOUND,
427,CHAMPION GUT 00 YAMA რეზინის ფირ ფიტა,0.3,,https://productimages.hepsiburada.net/s/485/424-600/110000530149182.jpg,427.jpg,FOUND,
428,CHAMPION UP 4.5 YAMA რეზინის ფირ ფიტა,0.4,,https://cdn.dsmcdn.com/ty1350/product/media/images/prod/QC/20240606/00/0d3c044b-a356-3a65-9d44-0189eb719c1c/1_org_zoom.jpg,428.jpg,FOUND,
429,CHAMPION MT 10 YAMA რეზინის ფირ ფიტა,1.5,,https://cdn.dsmcdn.com/ty268/product/media/images/20211210/15/8323174/334508943/1/1_org_zoom.jpg,429.jpg,FOUND,
430,SUPURGE JETONLU ავტო სასურუტი,2174.69,,https://cdn-lastik.dogusoto.com.tr/sliders/lastik-web_sitesi_717x440.jpg,430.jpg,FOUND,
431,25GR TURBO BALANS AGIRLIGI ცხელი ნივთის წონერი,0.7,,https://n11scdn.akamaized.net/a1/602_857/14/71/37/65/IMG-1756843236751598479.jpg,431.jpg,FOUND,
432,FENER MILI SETI ნედლეულის გასახსნელი ნაკრები,0,,https://cdn.dsmcdn.com/ty1611/prod/QC/20241208/15/63416e0f-2d48-3956-b306-f70a9f59709b/1_org_zoom.jpg,432.jpg,FOUND,
433,30GR NORMAL BALANS AGIRLIGI ტყვიის წონერი,1,,https://www.rotarypunch.com.tr/image/cache/data/lba/lastik-800x500.jpg,433.jpg,FOUND,
434,40GR NORMAL BALANS AGIRLIGI ტყვიის წონერი,1,,https://www.rotarypunch.com.tr/image/cache/data/lba/lastik-800x500.jpg,434.jpg,FOUND,
435,პლასტიკის ხუფი KAPAK COCUK KILITLI KIRMIZI,0.01,,https://www.sisecim.com/image/cache/catalog/urun/kapaklar-ve-aksesuar/duz-kapaklar/toptan-plastik-cocuk-kilitli-kapak-30-mm-agiz-kirmizi-kapak-800x800.jpg,435.jpg,FOUND,
436,პლასტიკის ხუფი KAPAK,0.01,,https://www.toptansisekavanoz.com/Resimler/2f16846075944c3f9522b73e67acf20f.jpg,436.jpg,FOUND,
437,წებოვანი ეტიკეტი DVX V2 1 LT,0.01,,https://autocher.com/wp-content/uploads/2025/08/dvx-57-organik-kirmizi-antifriz-1-lt-76.jpg,437.jpg,FOUND,
438,წყლის რეცხის მანქანა 150 BAR YIKAMA MAKINASI,0.01,,https://dogusyapimarket.com.tr/uploads/p/p/ANNOVI-REVERBERI-15549-150-BAR-BASINCLI-YIKAMA-MAKINASI_2.jpg?v=1751974049,438.jpg,FOUND,
439,VORTEX MOTOR TEMIZLEME 5 KG ძრავის საწმენდი შამპუნი,35,,https://autocher.com/wp-content/uploads/2025/08/vortex-lastik-parlaticisi-5-kg-7636-1.png,439.jpg,FOUND,
440,300 LT HAVA KOMPRESORU BENZINLI AYDIN TRAFO 300ლტ ჰაერის კომპრესორი ბენზინიანი,1,,https://s.makinaturkiye.com/Product/237768/thumbs/300_lt_5_5_hp_380v_pistonlu_hava_kompresoru-170-900x675.jpg,440.jpg,FOUND,
441,CHAMPION MT 45 YAMA რეზინის ფურცელი,0.4,,https://cdn.dsmcdn.com/ty1412/product/media/images/prod/QC/20240710/15/5507b0f5-b473-36b9-9b32-76353185e951/1_org_zoom.jpg,441.jpg,FOUND,
442,LASTIK SOKME TAKMA MAKINESI საბურავის ლასჩემო-მონტაჟი მანქანა,7000,,https://cdn.dsmcdn.com/ty1674/prod/QC/20250508/17/5e1cdca0-a8c1-3b83-bebf-c336a292ed77/1_org_zoom.jpg,442.jpg,FOUND,
443,დომკრატი 80-T,1700,,https://lasmix.com/wp-content/uploads/2024/09/TMS-138-1-scaled-1.jpg,443.jpg,FOUND,
444,kucuk kusingam რეზინის ბანდი,35,,https://files.sikayetvar.com/complaint/2952/29526327/petlas-lastik-dag-yolu-icin-aldigim-lastikler-kucuk-taslarda-bile-patliyor-1_768x768.jpg,444.jpg,FOUND,
445,04 00 BRAVA MAXI TYRE CHANGER  საბურავის ლასჩემო მანქანა,9500,,https://giuliano-usa.com/wp-content/uploads/2023/02/MAXI-PRO-CP-plastic-mounting-tool-pos-low.png,445.jpg,FOUND,
446,KARTERDEN YAG EMME POMPASI HUNISIZ FANUSLU DHT ზეთის ამოსაქაჩი მანქანა,1550,,https://platincdn.com/3818/pictures/WQHVWZCXNC8262021125024_ozsan-6390-yag-emme-pompasi-w.jpg,446.jpg,FOUND,
447,AHTAPOT ცხედარი ჰაერის დომატერი,1100,,https://ideacdn.net/shop/tr/16/myassets/products/518/otm57a032.jpg?revision=1697143329,447.jpg,FOUND,
448,PUMA MAKARALI HORTUM რეზინის შლანგი,250,,https://www.greentools.com.tr/image/cache/catalog/green/pu-makarali-hortum-1-2000x2000.jpg,448.jpg,FOUND,
449,1/2 ERKEK STOPER GOVDE GERMAN კომპრესორის ფიტინგი,25,,https://cdn.dsmcdn.com/ty1145/product/media/images/prod/SPM/PIM/20240122/21/7cabcb7f-e81c-3aee-9861-2df5031d3371/1_org_zoom.jpg,449.jpg,FOUND,
450,MLX BP3 რეზინის ფირ ფიტა,6,,,,NOT FOUND,
451,SUBAP KAPAGI GRI CIN სარქველის ხუფი,0.1,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=10159661632577772,451.jpg,FOUND,
452,KANGURU PASTE MONTAJ KREMI 5 KG SARI საბურავის დასამონტაჟებელი კრემი,45,,https://ideacdn.net/idea/gl/54/myassets/products/461/brio-lastik-montaj-kremi-sari-5-kg-12465.jpg?revision=1738667890,452.jpg,FOUND,
453,SUPER VALCARN G 100 CC (140 GR) DIS LASTIK წებო,18,,https://cometcycle.com/wp-content/uploads/2021/03/valkarn-super-100cc.jpg,453.jpg,FOUND,
454,SUPER VALCARN G 50 CC წებო,12,,https://down-ph.img.susercontent.com/file/ph-11134207-7r992-lqegn9fnhpvz41,454.jpg,FOUND,
457,SUBAP 125 კომპრესორის ფაიფური,280,,https://cdn.dsmcdn.com/ty1567/product/media/images/ty1566/prod/QC/20240923/18/ffb1e6cc-6b35-328c-8469-b681cf091fec/1_org_zoom.jpg,457.jpg,FOUND,
458,SUBAP 160 კომპრესორის ფაიფური,370,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=10159661632577772,458.jpg,FOUND,
459,5 TON ARABALI BASARAN KRIKO დომკრატი,2100,,https://cdn.myikas.com/images/82674d61-4da1-4e88-bff6-e0dfbb77953a/7f6a0353-222b-4886-ba43-c7a7788cc601/1080/otomotiv-ekipmanlari-alcak-sase-krikolar-worldforce-5-ton-arabali-alcak-sase-kriko.jpg,459.jpg,FOUND,
460,HAVALI GRES CIHAZI 35 KG DHT საქონალო მანქანა,1300,,https://www.cdnaws.com/i/ottolinecomtr/sample-gres.png,460.jpg,FOUND,
461,VIDALI HAVA KOMPRASORU 11 KW DUCOMP ჰაერის კომპრესორი,15000,,https://ducomp.com.tr/wp-content/uploads/2024/02/b11r-tankustu-kurutucusuz-vidali-kompresor.png,461.jpg,FOUND,
462,ჰიდრავლიკური ჯორჯი 3ტ,400,,https://ideacdn.net/idea/of/77/myassets/products/142/86a24e6d9ce4447385814ae83be2ff43-jpg.jpeg?revision=1717839292,462.jpg,FOUND,
463,MT 12 CHAMPION YAMA რეზინის ფირ ფიტა,3,,https://cdn.dsmcdn.com/ty1412/product/media/images/prod/QC/20240710/15/5507b0f5-b473-36b9-9b32-76353185e951/1_org_zoom.jpg,463.jpg,FOUND,
464,MT 14 CHAMPION YAMA რეზინის ფირ ფიტა,4,,https://www.ducki.com.tr/images/gallery/9989.jpg,464.jpg,FOUND,
465,MT 20 CHAMPION YAMA რეზინის ფირ ფიტა,5,,https://cdn.dsmcdn.com/ty268/product/media/images/20211210/15/8323174/334508943/1/1_org_zoom.jpg,465.jpg,FOUND,
466,MT 25 CHAMPION YAMA რეზინის ფირ ფიტა,9,,https://ideacdn.net/idea/ju/32/myassets/products/277/yamaha-mt-25-anlas-winter-grip-plus-on-arka-lastik-takimi-110-70-17-140-70-17-59491.jpeg?revision=1697143329,466.jpg,FOUND,
467,MT 35 CHAMPION YAMA რეზინის ფირ ფიტა,12,,https://cdn.dsmcdn.com/ty268/product/media/images/20211210/15/8323174/334508943/1/1_org_zoom.jpg,467.jpg,FOUND,
468,საქონალო შამპუნი 20 კგ,130,,https://n11scdn.akamaized.net/a1/602_857/05/67/47/14/IMG-7550492870391598505.jpg,468.jpg,FOUND,
475,OTOMOTIVLASTIKSANAYI BALANS MAKINASI ბალანსირების მანქანა,2700,,https://i0.shbdn.com/photos/40/45/14/x5_1204404514jbz.jpg,475.jpg,FOUND,
476,ჰაერის შრობა HAVA KURUTUCUSU,4200,,https://www.cdnaws.com/i/ottolinecomtr/sample-dryair.png,476.jpg,FOUND,
